Composer,Genre
Theo Verbey,Classical
Philippe Verdelot,Classical
Cornelis Verdonck,Classical
Sándor Veress,Classical
Johannes Verhulst,Classical
Gaspar de Verlit,Classical
Pierre Vermont,Classical
Matthijs Vermeulen,Classical
Alexey Verstovsky,Classical
Michael Vetter,Classical
Nicolaus Vetter,Classical
Lodovico Viadana,Classical
Pauline Viardot,Classical
Tomás de Victoria,Classical
Gerard Victory,Classical
Jacobus Vide,Classical
Johann Vierdanck,Classical
Louis Vierne,Classical
Henri Vieuxtemps,Classical
Ángel Villoldo,Classical
Giovanni Viotti,Classical
Giulio Viozzi,Classical
Ezequiel Viñao,Classical
Leonardo Vinci,Classical
Carl Vine,Classical
Param Vir,Classical
Frédéric Viret,Classical
Robert de Visée,Classical
Ivan Vïshnegradsky,Classical
Giovanni Vitali,Classical
Jan Vitásek,Classical
Philippe de Vitry,Classical
Franco Vittadini,Classical
Amadeo Vives,Classical
Giovanni Viviani,Classical
Claude Vivier,Classical
Lucrezia Vizzana,Classical
Roman Vlad,Classical
Pancho Vladigerov,Classical
Wladimir Vogel,Classical
Georg Vogler,Classical
Johann Vogler,Classical
Max Vogrich,Classical
Hans Vogt,Classical
Robert Voisey,Classical
Kevin Volans,Classical
Robert Volkmann,Classical
Andrei Volkonsky,Classical
Alexander Voormolen,Classical
Andy Vores,Classical
Jan Vo?íšek,Classical
Antonín Vranický,Classical
Jan Vriend,Classical
Klaas de Vries,Classical
Alexander Vustin,Classical
Hubert Waelrant,Classical
Johan Wagenaar,Classical
Max Wagenknecht,Classical
Georg Wagenseil,Classical
Ignatz Waghalter,Classical
Melinda Wagner,Classical
Wolfram Wagner,Classical
Siegfried Wagner,Classical
Rudolf Wagner-Régeny,Classical
Adam z W?growca,Classical
Émile Waldteufel,Classical
Ernest Walker,Classical
George Walker,Classical
William Walker,Classical
Michael Waller,Classical
Stewart Wallace,Classical
William Wallace,Classical
Joelle Wallach,Classical
Craig Walsh,Classical
Bruno Walter,Classical
Johann Walter,Classical
Walther von der Vogelweide,Classical
Johann Walther,Classical
Johann Wanhal,Classical
Johann Wanning,Classical
John Ward,Classical
Robert Ward,Classical
Peter Warlock,Classical
Harry Warren,Classical
Rodney II,Classical
Unico van Wassenaer,Classical
Graham Waterhouse,Classical
Niel van der Watt,Classical
Franz Waxman,Classical
George Webb,Classical
Jimmy Webb,Classical
Samuel Webbe,Classical
Julie von Webenau,Classical
Vilma von Webenau,Classical
Ben Weber,Classical
Carl von Weber,Classical
Matthias Weckmann,Classical
Gaspar van Weerbeke,Classical
Thomas Weelkes,Classical
Joseph Weigl,Classical
Mieczys?aw Weinberg,Classical
Jaromír Weinberger,Classical
Leó Weiner,Classical
Felix Weingartner,Classical
Judith Weir,Classical
Hugo Weisgall,Classical
Sylvius Weiss,Classical
Michael Weiße,Classical
Julius Weissenborn,Classical
Dan Welcher,Classical
John Weldon,Classical
Egon Wellesz,Classical
Johann Wendling,Classical
Andreas Werckmeister,Classical
André Werner,Classical
Gregor Werner,Classical
Richard Wernick,Classical
Giaches de Wert,Classical
Charles Wesley,Classical
Charles junior,Classical
Samuel Wesley,Classical
Martin Wesley-Smith,Classical
Mark Wessel,Classical
Peter Westergaard,Classical
Johann von Westhoff,Classical
Richard Wetz,Classical
Christoph Weyse,Classical
Paul Whear,Classical
Scott Wheeler,Classical
Eric Whitacre,Classical
James Whitbourn,Classical
Benjamin White,Classical
John White,Classical
José Lafitte,Classical
Gillian Whitehead,Classical
Percy Whitlock,Classical
Thomas Whythorne,Classical
Erasmus Widmann,Classical
Jörg Widmann,Classical
Charles-Marie Widor,Classical
Henryk Wieniawski,Classical
Johan Wikmanson,Classical
Mack Wilberg,Classical
Philip Wilby,Classical
John Wilbye,Classical
Alec Wilder,Classical
Philip van Wilder,Classical
Johann von Wilderer,Classical
Wilhelmine Prussia,Classical
Adrian Willaert,Classical
Healey Willan,Classical
Grace Williams,Classical
John Williams,Classical
Spencer Williams,Classical
Malcolm Williamson,Classical
Richard Willis,Classical
Arthur Wills,Classical
Meredith Willson,Classical
Johann Wilms,Classical
Charles Wilson,Classical
Ian Wilson,Classical
James Wilson,Classical
John Wilson,Classical
Richard Wilson,Classical
Sandy Wilson,Classical
Thomas Wilson,Classical
August Wiltberger,Classical
Heinz Winbeck,Classical
Herbert Windt,Classical
Peter Winter,Classical
Dag Wirén,Classical
Michael Wise,Classical
Peter Wishart,Classical
Christian Witt,Classical
Franz Witt,Classical
Friedrich Witt,Classical
Robert Witt,Classical
Diane Wittry,Classical
René Wohlhauser,Classical
Erling Wold,Classical
Ernst Wolf,Classical
Ermanno Wolf-Ferrari,Classical
Christian Wolff,Classical
Joseph Wölfl,Classical
Joseph Wolfram,Classical
Oswald von Wolkenstein,Classical
Stefan Wolpe,Classical
Hyo-Won Woo,Classical
Victoria Wood,Classical
Robert Woodcock,Classical
John Woolrich,Classical
Felix Woyrsch,Classical
Pavel Wranitzky,Classical
Heinz Wunderlich,Classical
Charles Wuorinen,Classical
Alex Wurman,Classical
Arnold van Wyk,Classical
Ruth Wylie,Classical
Yehudi Wyner,Classical
Xian Xinghai,Classical
Xiao Shuxian,Classical
Spyridon Xyndas,Classical
Kosaku Yamada,Classical
Yehuda Yannay,Classical
 Yanni,Classical
Christopher Yavelow,Classical
Yitzhak Yedid,Classical
Benjamin Yeo,Classical
Dwight Yoakam,Classical
Takashi Yoshimatsu,Classical
Makoto Yoshimori,Classical
Michèl Yost,Classical
Christopher Young,Classical
James Young,Classical
John Young,Classical
La Young,Classical
Polly Young,Classical
Théophile Ysaÿe,Classical
Sergei Yuferov,Classical
Isang Yun,Classical
Yoichiro Yoshikawa,Classical
Zacara da Teramo,Classical
Jan Zach,Classical
Nicolaus Zacharie,Classical
Friedrich Zachow,Classical
Judith Zaimont,Classical
Ivan Zajc,Classical
Giovanni Zamboni,Classical
Riccardo Zandonai,Classical
Andrea Zani,Classical
Frank Zappa,Classical
Nikolai Zaremba,Classical
Gioseffo Zarlino,Classical
Aleksander Zarzycki,Classical
Záviš of Zápy,Classical
Isidora Žebeljan,Classical
Kristoffer Zegers,Classical
Friedrich Zehm,Classical
Jan Zelenka,Classical
W?adys?aw ?ele?ski,Classical
Carl Zeller,Classical
Carl Zelter,Classical
Alexander von Zemlinsky,Classical
Hans Zender,Classical
Juan de Zéspedes,Classical
Zhu Jian'er,Classical
Marc'Antonio Ziani,Classical
Otakar Zich,Classical
Adrian von Ziegler,Classical
Karl Ziehrer,Classical
Miko?aj Ziele?ski,Classical
Hermann Zilcher,Classical
Winfried Zillig,Classical
Hans Zimmer,Classical
Agnes Zimmermann,Classical
Anton Zimmermann,Classical
Bernd Zimmermann,Classical
Heinz Zimmermann,Classical
Margrit Zimmermann,Classical
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
